Month,Maximum Temperature,Error,Occurrence of Heat Waves
Jan-23,29.57270163,0.012160195,No
Feb-23,33.3706405,0.020202339,No
Mar-23,35.78152907,0.008956388,No
Apr-23,39.456439,0.010858529,May occur
May-23,41.0335714,0.014510012,Yes
Jun-23,36.716876,0.026030216,No
Jul-23,31.6441413,0.010626707,No
Aug-23,30.79458707,0.009526806,No
Sep-23,31.65517733,0.006922899,No
Oct-22,32.2459012,0.004276301,No
Nov-22,31.5336387,0.0018063,No
Dec-22,30.18043727,0.01009851,No
